iter	RMSE
401	6.674241286
402	6.673028335
403	6.671950677
404	6.671442545
405	6.670135891
406	6.669198802
407	6.667856399
408	6.666161222
409	6.66477591
410	6.662852621
411	6.661849859
412	6.660554775
413	6.659841174
414	6.658908251
415	6.658120823
416	6.656703206
417	6.655493448
418	6.654224015
419	6.652934323
420	6.652152897
421	6.650127064
422	6.648790483
423	6.647336599
424	6.646306345
425	6.644504636
426	6.642816963
427	6.642160243
428	6.640592871
429	6.639217888
430	6.637636697
431	6.636317559
432	6.635306109
433	6.634259909
434	6.63292572
435	6.631990326
436	6.630803043
437	6.630321782
438	6.629244521
439	6.628182421
440	6.626884951
441	6.625607015
442	6.624618374
443	6.623336495
444	6.62286097
445	6.621631246
446	6.620408591
447	6.619057195
448	6.617792682
449	6.616475527
450	6.615308376
451	6.613620066
452	6.612007846
453	6.610627978
454	6.608684693
455	6.607808167
456	6.606064431
457	6.604123068
458	6.602869397
459	6.601856305
460	6.600528508
461	6.599268596
462	6.598206868
463	6.596770785
464	6.595178188
465	6.593895573
466	6.592576286
467	6.590868103
468	6.589969409
469	6.588751044
470	6.587404722
471	6.586395346
472	6.585227884
473	6.584058153
474	6.582411086
475	6.580714295
476	6.579140066
477	6.57768407
478	6.576083311
479	6.574486928
480	6.573769113
481	6.572089563
482	6.570824682
483	6.569645744
484	6.568387909
485	6.567152297
486	6.565612379
487	6.564900309
488	6.564189002
489	6.562728689
490	6.561679309
491	6.560831963
492	6.559279742
493	6.558703296
494	6.558264707
495	6.556671364
496	6.555693787
497	6.555257503
498	6.554342446
499	6.552226876
500	6.551102846
501	6.550337819
502	6.549189507
503	6.547910512
504	6.546131435
505	6.544925278
506	6.543489632
507	6.541994119
508	6.54015652
509	6.538993614
510	6.537160282
511	6.535739442
512	6.534565425
513	6.53288316
514	6.531306933
515	6.530063391
516	6.529017106
517	6.527833734
518	6.52645126
519	6.525549981
520	6.524845959
521	6.522834459
522	6.521750697
523	6.520477717
524	6.519250131
525	6.518167341
526	6.516969964
527	6.516150721
528	6.514737449
529	6.513056255
530	6.511544966
531	6.510323757
532	6.509082971
533	6.508191644
534	6.506841262
535	6.505480114
536	6.504354093
537	6.503327128
538	6.501827767
539	6.500605168
540	6.499754378
541	6.498553407
542	6.497989813
543	6.496722802
544	6.49473289
545	6.49321866
546	6.491881051
547	6.4899752
548	6.489060738
549	6.488155651
550	6.486977219
551	6.485588722
552	6.484659693
553	6.483740521
554	6.483090177
555	6.481903324
556	6.480720882
557	6.479423442
558	6.478311941
559	6.477284021
560	6.475787936
561	6.474771714
562	6.473381138
563	6.471997269
564	6.470830826
565	6.469832294
566	6.468954798
567	6.467868091
568	6.466516225
569	6.465884196
570	6.464502423
571	6.462811781
572	6.462425657
573	6.462040277
574	6.461411497
575	6.459895247
576	6.459511953
577	6.458398478
578	6.457441988
579	6.45652146
580	6.455223908
581	6.454583168
582	6.453682444
583	6.452793384
584	6.45152239
585	6.450089099
586	6.448750118
587	6.4479471
588	6.446810933
589	6.44579858
590	6.44498239
591	6.442935764
592	6.441921766
593	6.440515294
594	6.439008668
595	6.437479173
596	6.436099322
597	6.435018838
598	6.434126867
599	6.432992841
600	6.432221694
601	6.431294495
602	6.430258229
603	6.428810924
604	6.427965142
605	6.426673874
606	6.425982683
607	6.424380984
608	6.423757987
609	6.422573217
610	6.421852825
611	6.420782149
612	6.419655506
613	6.419012144
614	6.418145092
615	6.417163539
616	6.415934592
617	6.415125661
618	6.414601626
619	6.413720747
620	6.412537348
621	6.411379548
622	6.410097047
623	6.409210592
624	6.4081042
625	6.407462293
626	6.406568325
627	6.40546863
628	6.404769652
629	6.403267838
630	6.402682574
631	6.401202093
632	6.400030098
633	6.398879822
634	6.397318866
635	6.396550426
636	6.395528453
637	6.394850553
638	6.392986572
639	6.392641131
640	6.392265428
641	6.390810997
642	6.389351854
643	6.387842535
644	6.386764042
645	6.385616034
646	6.384693527
647	6.383156016
648	6.382302537
649	6.381199067
650	6.380194598
651	6.379006764
652	6.378438777
653	6.377399295
654	6.375740533
655	6.375275618
656	6.37391252
657	6.37227089
658	6.371275184
659	6.370716703
660	6.369693723
661	6.368413229
662	6.367236421
663	6.365879586
664	6.364370107
665	6.363400325
666	6.362752125
667	6.361896334
668	6.360926648
669	6.35993074
670	6.359444767
671	6.358228528
672	6.356940746
673	6.355982046
674	6.354787549
675	6.353598296
676	6.352500875
677	6.350998917
678	6.349603272
679	6.34817937
680	6.347306177
681	6.345668873
682	6.344443044
683	6.343355519
684	6.342375189
685	6.34183619
686	6.34100244
687	6.339335342
688	6.338467642
689	6.337726615
690	6.336519519
691	6.335201141
692	6.334793877
693	6.333144662
694	6.331821985
695	6.331024202
696	6.329834773
697	6.328348069
698	6.327632652
699	6.326285472
700	6.325218142
701	6.324429191
702	6.323449449
703	6.322192988
704	6.321632295
705	6.320608481
706	6.319473375
707	6.31867552
708	6.317210924
709	6.316156022
710	6.314893743
711	6.314374768
712	6.313760237
713	6.312401047
714	6.311130836
715	6.309839114
716	6.308499962
717	6.307981416
718	6.306815526
719	6.305473247
720	6.30493087
721	6.304253175
722	6.302769233
723	6.301471096
724	6.300546556
725	6.299249182
726	6.298491862
727	6.29713112
728	6.29644389
729	6.295415229
730	6.294123824
731	6.293057441
732	6.291793374
733	6.290969515
734	6.289851022
735	6.289234141
736	6.288446681
737	6.287367273
738	6.28643124
739	6.285931701
740	6.284907022
741	6.284180505
742	6.283043159
743	6.282369313
744	6.280966561
745	6.280176482
746	6.279388312
747	6.278636983
748	6.277657524
749	6.276655113
750	6.275400333
751	6.274048996
752	6.273538701
753	6.272254636
754	6.271330958
755	6.270355462
756	6.269411932
757	6.268766874
758	6.268155139
759	6.266951973
760	6.265947022
761	6.265061105
762	6.264425849
763	6.263335189
764	6.261927118
765	6.261765109
766	6.261334035
767	6.260292537
768	6.259812952
769	6.258909897
770	6.257876119
771	6.256916482
772	6.256217092
773	6.255339492
774	6.254402332
775	6.252976917
776	6.252174371
777	6.251037573
778	6.250551929
779	6.249051413
780	6.248451513
781	6.247378619
782	6.246281188
783	6.244820349
784	6.244138613
785	6.243284845
786	6.24210027
787	6.2410846
788	6.240085967
789	6.238812211
790	6.237743978
791	6.23722782
792	6.236387325
793	6.235859582
794	6.234550415
795	6.233347362
796	6.232772614
797	6.231790539
798	6.230746109
799	6.229767999
800	6.229057746
801	6.22842076
802	6.22758856
803	6.226641358
804	6.225810353
805	6.224603177
806	6.222916181
807	6.221341526
808	6.220205728
809	6.218937007
810	6.218674101
811	6.218250566
812	6.217511738
813	6.217012976
814	6.216192061
815	6.215242206
816	6.214423873
817	6.213732006
818	6.212830468
819	6.212156127
820	6.211480531
821	6.210593291
822	6.209990083
823	6.208863935
824	6.20799119
825	6.207128465
826	6.205460199
827	6.204678599
828	6.204529965
829	6.203662588
830	6.202729594
831	6.202475341
832	6.201483256
833	6.200154354
834	6.19912233
835	6.198052082
836	6.197347204
837	6.196791104
838	6.196061396
839	6.194847407
840	6.194408416
841	6.193642508
842	6.19274157
843	6.191479742
844	6.190554266
845	6.190118742
846	6.188846652
847	6.187589941
848	6.187342719
849	6.186644636
850	6.185605907
851	6.184860482
852	6.184344661
853	6.182851421
854	6.182102249
855	6.181156628
856	6.180131487
857	6.179538011
858	6.178617775
859	6.177346493
860	6.176350212
861	6.175147508
862	6.173681059
863	6.1726301
864	6.172240851
865	6.171292443
866	6.169590011
867	6.168892782
868	6.167817238
869	6.167018098
870	6.166766283
871	6.165627499
872	6.164261116
873	6.163892333
874	6.162730079
875	6.161520483
876	6.16048985
877	6.159535736
878	6.158043229
879	6.156983728
880	6.156312692
881	6.155461061
882	6.15402274
883	6.153732801
884	6.15299538
885	6.15239027
886	6.1516511
887	6.150804533
888	6.149721299
889	6.148342212
890	6.147437977
891	6.146482064
892	6.145210856
893	6.144127007
894	6.143547375
895	6.142995855
896	6.141851215
897	6.140265537
898	6.139640305
899	6.138729185
900	6.138064402
901	6.136832278
902	6.135894091
903	6.13513934
904	6.133758394
905	6.132829759
906	6.13204221
907	6.131721661
908	6.130974105
909	6.130548535
910	6.129739418
911	6.128963905
912	6.127836634
913	6.126848451
914	6.125490273
915	6.124847917
916	6.124205823
917	6.12363975
918	6.122711687
919	6.12150998
920	6.120276435
921	6.119607841
922	6.118526967
923	6.1168182
924	6.11609265
925	6.115703913
926	6.115140866
927	6.11412463
928	6.112812498
929	6.111897091
930	6.111038586
931	6.109922723
932	6.10849904
933	6.107536592
934	6.106797815
935	6.105838183
936	6.104666756
937	6.103780576
938	6.102461803
939	6.101835639
940	6.100959081
941	6.100533386
942	6.099958132
943	6.099428575
944	6.098768096
945	6.098188937
946	6.097478615
947	6.096167184
948	6.09524934
949	6.094100159
950	6.093172882
951	6.091992117
952	6.091357015
953	6.089993547
954	6.089079883
955	6.088186081
956	6.087664623
957	6.086066577
958	6.084372568
959	6.083720654
960	6.083147541
961	6.082210755
962	6.081333211
963	6.080408557
964	6.079818939
965	6.078785432
966	6.077679737
967	6.077118462
968	6.076105606
969	6.075249381
970	6.074180549
971	6.073191109
972	6.07181571
973	6.07110547
974	6.070657071
975	6.070525359
976	6.070021242
977	6.069128281
978	6.068872204
979	6.068036724
980	6.067223491
981	6.066478378
982	6.065702164
983	6.065212967
984	6.064248063
985	6.063369412
986	6.062352767
987	6.061734822
988	6.060942894
989	6.060096182
990	6.059308626
991	6.058681199
992	6.057995184
993	6.057014149
994	6.055653551
995	6.055455815
996	6.054408855
997	6.05360591
998	6.05254979
999	6.051577357
